ESTACAO;UF;MUNICIPIO;NOME;ESTADO;DATA_ATIVACAO;DATA_ULTIMA_MODIF;LAT;LONG;ENDERE«O;GCN;SITES_INTERNOS;DESCRICAO_SITES_INTERNOS
CUA;SC;CRICIUMA;CRICIUMA;Instalado;2018-12-14 12:48:36 UTC;2019-11-25 14:52:37 UTC;-286757304;-493705948;AVENIDA GETULIO VARGAS, 222, CENTRO, CRICIUMA - SC 88801500 ;N„o;Sala, Sala, Sala, Sala, Sala, Sala, Sala;ANDAR/CUA/003/001 TX, ANDAR/CUA/003/302-TX, ANDAR/CUA/003/313 TX, ANDAR/CUA/02/CD, ANDAR/CUA/03/312 CD-EBT, EST/CUA/NI/NI
CVI;RJ;RIO DE JANEIRO;CINEVIDEO;Instalado;2013-01-21 00:00:00 UTC;2018-08-13 14:44:36 UTC;-229746556;-433721855;AVENIDA EMBAIXADOR ABELARDO BUENO, 3401 - ARENA 1 - CVI, JACAREPAGUA, RIO DE JANEIRO - RJ 22775023;N„o;Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala;COMUNICACAO DE DADOS 2 ANDAR, DG, Datacom, EST/CVI/NI/NI, GPON / 1¬∫ANDAR, MODEM OPTICO FICTICIO, Metro, Newbridge, Sala 1, TRANSMISSAO - 2 ANDAR, TROPICO RA - 2421 / 2 ANDAR
CXD;RS;CAXIAS DO SUL;CXD;Instalado;2023-01-16 10:00:30 UTC;2023-01-16 10:04:12 UTC;-2916853;-5117989;0;N„o;Sala, Sala, Sala;CD, IE, TX
DAC;PI;TERESINA;DIRCEU ARCOVERDE;Instalado;2014-04-05 19:37:14 UTC;2022-02-15 12:27:49 UTC;-51043874;-427529723;AVENIDA JOSE FRANCISCO DE ALMEIDA NETO, SN, ITARARE, TERESINA - PI 64077175 ;N„o;Sala, Sala, Sala, Sala, Sala;DAC01_TROPICO RA, Datacom, EST/DAC/NI/NI, Newbridge, TRANSMISSAO - TERREO
DC;AM;MANAUS;DISTRITO CEASA;Instalado;2022-01-27 17:57:10 UTC;2022-05-17 21:25:01 UTC;-31041107;-599565399;AVENIDA BURITI, 5100, DISTRITO INDUST I, MANAUS - AM 69098162;N„o;Sala, Sala;GPON, TX
DOCE;MS;DOURADOS;DOURADOS;Instalado;2018-02-24 23:06:48 UTC;2023-12-20 12:03:35 UTC;-22225295;-548073807;RUA CAMILO ERMELINDO DA SILVA, 705, VILA PLANALTO, DOURADOS - MS 99999999 ;Sim;Sala, Sala, Sala, Sala, Sala, Sala;ANDAR/DOCE/2CD/125, ANDAR/DOCE/2TX/125, ANDAR/DOCE/2TX_2/1, ANDAR/DOCE/CD/01, EST/DOCE/NI/NI
DQX;RJ;DUQUE DE CAXIAS;DUQUE DE CAXIAS I;Instalado;2014-04-05 20:53:14 UTC;2018-04-09 18:52:11 UTC;-227849021;-433075813;RUA CONDE DE PORTO ALEGRE, 515, JARDIM 25 DE AGOSTO, DUQUE DE CAXIAS - RJ 25070350;N„o;Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala;ANDAR/DQX/01/CD, ANDAR/DQX/04/TX, ANDAR/DQX/CELIA/TX, ANDAR/DQX/IGOR/TX, COMUNICACAO DE DADOS 4 ANDAR, Datacom, EST/DQX/NI/NI, MODEM OPTICO FICTICIO, Metro, Newbridge, SALA GPON, TRANSMISSAO - 4 ANDAR (406), TX, TX/4¬∫ANDAR-SALA 406, ZTX-610 / 2775 / 3 ANDAR
DTO;SP;CAMPINAS;VTAL DIC VI;Instalado;2023-01-11 18:31:56 UTC;2023-03-01 17:10:34 UTC;-22982355;-471341023;RUA ISABEL JACOBER SIGRIST, 60, DIC VI, CAMPINAS - SP 13054662 ;N„o;Sala;SALA TX
EAGL;GO;AGUAS LINDAS DE GOIAS;AGUAS LINDAS CENTRO;Instalado;2019-11-13 12:00:43 UTC;2019-11-29 17:25:57 UTC;-157536857;-482571018;QUADRA 6, SN, JARDIM QUERENCIA, AGUAS LINDAS DE GOIAS - GO 72910762 ;N„o;Sala, Sala, Sala, Sala;ANDAR/EAGL/A/1, ANDAR/EAGL/TT/TX, EST/EAGL/NI/NI
EBAG;MT;BARRA DO GARCAS;CENTRO;Instalado;2021-05-06 21:12:56 UTC;2021-10-20 21:55:15 UTC;-158936334;-522603034;RUA AMARO LEITE, 396, CENTRO, BARRA DO GARCAS - MT 78600027 ;N„o;Sala, Sala, Sala, Sala, Sala, Sala, Sala;ANDAR/EBAG/01/01, ANDAR/EBAG/TT/01, ANDAR/EBAG/TT/CD, ANDAR/EBAG/TT/RDCN, ANDAR/EBAG/TT/TX, EST/EBAG/NI/NI
EBVG;PE;RECIFE;ESTACAO TELEFONICA DE BOA VIAGEM;Instalado;2014-04-05 19:37:24 UTC;2023-12-20 11:21:05 UTC;-8113618;-348972007;RUA DONA MARIA CAROLINA, 474, BOA VIAGEM, RECIFE - PE 51020220 ;Sim;Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala;COMUTACAO 1-1 EQPTOS RETIRADOS, DADOS 2-1, Datacom, EQUIPAMENTOS 2-1, EST/EBVG/TX - TX, HUAWEI - NGN / 2 ANDAR, MDY, MODEM OPTICO FICTICIO, MOVEL, Metro, Newbridge, PTS / TROPICO - 7IP / 1 ANDAR, RMS, TRANSMISSAO, TRANSMISSAO - 2 ANDAR, TRANSMISSAO - TERREO, TRANSMISSAO 0-1, TRANSMISS√ÉO - T√âRREO, TRANSMISS√ÉO-2¬∫ ANDAR, TX
EBVT;PE;RECIFE;ESTA«√O TELEFONICA DA BOA VIST;Instalado;2014-12-16 00:00:00 UTC;2017-01-24 12:14:00 UTC;-80525578;-348913565;RUA JOAQUIM FELIPE, 168, BOA VISTA, RECIFE - PE 50050365;N„o;Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala;01, 168, CX_TROPICO_RA_NBV04-4 ANDAR, DID - 1 ANDAR, Datacom, EST/EBVT/TX/TX, HUAWEI - NGN, LUCENT - IVR / 4 ANDAR, Metro, M”VEL, NEWBRIGDE - 1 ANDAR, Newbridge, PCM - 1 ANDAR, PTS / TROPICO - 7IP / 4 ANDAR, RCE, REDE MULTISERVICO 1 ANDAR, RMS, SALA DE MODENS 1 ANDAR, Sala GPON, TRANSMISSAO, TRANSMISSAO 1  ANDAR, TRANSMISS√ÉO-1¬∫ ANDAR, TX, TX / 2¬∫ ANDAR, TX / T√âRREO, Transmiss„o
ECBA;RO;CANDEIAS DO JAMARI;ECBA;Instalado;2023-01-07 00:00:00 UTC;2023-01-07 00:00:00 UTC;-852008333;-637002778;0;N„o;0;0
ECBO;PE;CABO DE SANTO AGOSTINHO;ESTACAO TELEFONICA DO CABO;Instalado;2014-04-05 19:37:19 UTC;2021-10-18 12:35:24 UTC;-82837711;-350348798;AVENIDA PRESIDENTE GETULIO VARGAS, 1, CENTRO, CABO DE SANTO AGOSTINHO - PE 54510430;N„o;Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala;3¬∫ ANDAR - SALA TX, Datacom, EST/ECBO/NI/NI, Metro, Newbridge, RMS, SALA 16, TRANSMISSAO1 - TERREO, TRANSMISSAO2 - TERREO, TX, TX/TERREO
ECCA;PE;OLINDA;ESTACAO TELEFONICA DE CASA CAIADA;Instalado;2014-04-05 19:37:27 UTC;2018-11-30 16:32:00 UTC;-79804845;-348403898;AVENIDA RUI BARBOSA, SN, JARDIM ATLANTICO, OLINDA - PE 53140050;N„o;Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala;CW_2 ANDAR, DADOS 2-1, DG, Datacom, EQUIPAMENTOS RETIRADOS, EST/ECCA/NI/NI, HUAWEI - NGN /, Metro, Newbridge, SALA GPON, TRANSMISSAO - TERREO, TX
ECCS;MT;CACERES;TEL CENTRO CACERES;Instalado;2016-08-21 15:07:06 UTC;2021-07-29 15:54:06 UTC;-160718366;-576903865;RUA COSTA MARQUES, 555, CENTRO, CACERES - MT 78210242 ;N„o;Sala, Sala, Sala, Sala, Sala;ANDAR/ECCS/01/TX, ANDAR/ECCS/TT/02, ANDAR/ECCS/TT/RDCN, EST/ECCS/NI/NI
ECOX;MT;CUIABA;TEL COXIPO DA PTE;Instalado;2018-02-24 23:06:49 UTC;2022-06-10 19:05:44 UTC;-15596544;-56097102;RUA ADAUTO BOTELHO, SN, COXIPO, CUIABA - MT 78085200 ;N„o;Sala, Sala, Sala;01, EST/ECOX/NI/NI, GSM
ECRU;PE;CARUARU;ESTACAO TELEFONICA DE CARUARU;Instalado;2014-04-05 19:37:20 UTC;2020-04-16 17:28:24 UTC;-82839926;-359698809;RUA OSCAR MARIANO DA SILVA, 82, NOSSA SENHORA DORES, CARUARU - PE 55002505;N„o;Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala;ALCATEL - NGN, CX_EWSD_CRU01/2¬∞ANDAR, Datacom, EST/ECRU/NI/NI, HUAWEI - NGN, Metro, Newbridge, RMS, TRANSMISSAO, TRANSMISSAO - 1¬∞ ANDAR, TRANSMISS√ÉO, TX - 1¬∫ ANDAR, TX / T√âRREO
ECWL;RO;CACOAL;CENTRO;Instalado;2021-05-22 13:47:53 UTC;2021-07-30 13:34:38 UTC;-114360673;-614494315;AVENIDA S PAULO, 2687, CENTRO, CACOAL - RO 76963801 ;N„o;Sala, Sala, Sala, Sala;ANDAR/ECWL/TT/BACKBONE, ANDAR/ECWL/TT/DT, ANDAR/ECWL/TT/TX
EDA;MG;BELO HORIZONTE;ESTRELA D ALVA;Instalado;2014-04-05 20:46:09 UTC;2018-05-21 18:09:41 UTC;-199649203;-439688948;AVENIDA COSTA DO MARFIM, 125, HAVAI, BELO HORIZONTE - MG 30575000;N„o;Sala, Sala, Sala, Sala, Sala;Datacom, EQUIPAMENTOS, EST/EDA/NI/NI, Metro, PRESSURIZACAO
EDE;GO;EDEIA;EDE;Instalado;2022-11-04 00:00:00 UTC;2022-11-04 00:00:00 UTC;-173386111;-499313889;0;N„o;0;0
EDOL;GO;CIDADE OCIDENTAL;TEL CID OCIDENTAL;Instalado;2020-04-30 15:05:39 UTC;2020-05-08 18:18:59 UTC;-161113701;-479342251;SUPERQUADRA SQ 10 Q 8, 45, CENTRO, CIDADE OCIDENTAL - GO 72880461;N„o;Sala, Sala;ANDAR/EDOL/TT/TX
EDPO;TR;FormaÁ„o;EDPO;Projetado;2019-01-08 16:59:36 UTC;2020-06-01 14:48:34 UTC;-338079458;-534003446;RUA D PEDRO II, 1213, CENTRO, PORTO VELHO - RO 76801103 ;N„o;0;0
EENC;PE;RECIFE;ESTACAO TELEFONICA DA ENCRUZILHADA;Instalado;2014-04-05 19:37:24 UTC;2021-02-10 16:01:01 UTC;-80363537;-348935938;RUA FERNANDO CESAR, 264, ENCRUZILHADA, RECIFE - PE 52041170;N„o;Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala;Datacom, EST/EENC/NI/NI, HUAWEI - NGN, Metro, Newbridge, RMS, TRANSMISSAO - 2¬∞ ANDAR, TRANSMISSAO 4-1, TRANSMISS√ÉO - 2¬∞ AND
EFRM;GO;FORMOSA;FORMOSA;Instalado;2022-05-23 11:17:18 UTC;2022-06-28 18:18:40 UTC;-155392434;-473375925;RUA VSC DE PORTO SEGURO, 825, VILA SANTOS, FORMOSA - GO 73801970 ;N„o;Sala, Sala;ANDAR/EFRM/TT/TX
EGOI;PE;GOIANA;ESTACAO TELEFONICA DE GOIANA;Instalado;2014-04-05 19:37:20 UTC;2021-10-18 11:13:59 UTC;-75581738;-350010816;RUA LARANJEIRAS, 1, CENTRO, GOIANA - PE 55900000 ;N„o;Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala;Datacom, EST/EGOI/NI/NI, Metro, Newbridge, TRANMISS√ÉO, TRANSMISSAO - TERREO, TX / T√âRREO
EIO;RS;ESTEIO;ESTEIO;Instalado;2014-04-05 22:18:45 UTC;2022-01-14 17:41:17 UTC;-298503383;-511765039;AVENIDA PRES VARGAS, 2205, CENTRO, ESTEIO - RS 93260075 ;N„o;Sala, Sala, Sala, Sala;ANDAR/EIO/01/TX, EST/EIO/NI/NI
EJAW;RO;JARU;CENTRO;Instalado;2021-05-22 13:53:36 UTC;2021-07-19 20:01:54 UTC;-104425445;-624675558;AVENIDA JK, 979, ST 3, JARU - RO 76890000 ;N„o;Sala, Sala, Sala;ANDAR/EJAW/TT/BACKBONE, ANDAR/EJAW/TT/TX
EJIP;RO;JI PARANA;ESTACAO JI-PARANA;Instalado;2018-02-24 23:06:48 UTC;2023-12-20 12:10:34 UTC;-108807772;-619458429;RUA VILAGRAN CABRITA, 1276, CENTRO, JI PARANA - RO 76900044 ;Sim;Sala, Sala, Sala, Sala, Sala;ANDAR/EJIP/03/BACKBONE, ANDAR/EJIP/03/TX, EST/EJIP/NI/NI
EJNA;MT;JUINA;CENTRO;Instalado;2021-05-22 13:27:47 UTC;2021-10-20 21:57:12 UTC;-114191094;-587567342;AVENIDA HOLMES IORIS-N, 170, EXPANSAO COMERCIAL, JUINA - MT 78320000 ;N„o;Sala, Sala, Sala, Sala, Sala;ANDAR/EJNA/01/TX, ANDAR/EJNA/TT/RDCN, ANDAR/EJNA/TT/TX, EST/EJNA/NI/NI
ELZL;GO;LUZIANIA;EstaÁ„o Luzi√¢nia;Instalado;2022-03-15 13:48:56 UTC;2022-04-25 20:23:16 UTC;-162414833;-479079958;RUA NATANAEL DANTAS Q 180, 503, PRQ EST DALVA III, LUZIANIA - GO 72831020 ;N„o;Sala, Sala;ANDAR/ELZL/TT/TX
EMAD;PE;RECIFE;ESTACAO TELEFONICA DA MADALENA;Instalado;2014-04-05 19:37:23 UTC;2020-01-24 11:52:10 UTC;-80554657;-349110534;AVENIDA CAXANGA, 272, MADALENA, RECIFE - PE 50610230;N„o;Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala;Datacom, EST/EMAD/NI/NI, ETIM, Metro, Newbridge, RMS, TRANSMISSAO - TERREO, TRANSMISSAO 1, TRANSMISS√ÉO, TRANSMISS√ÉO - 1¬∞ AND
EMD;MG;BELO HORIZONTE;ESCOLA M DINORAH M FARIA;Instalado;2015-08-21 15:07:06 UTC;2015-08-21 15:07:06 UTC;-195515;-435617;0;N„o;0;0
END;RJ;RIO DE JANEIRO;ENGENHO DE DENTRO I;Instalado;2014-04-05 20:53:07 UTC;2019-10-31 19:59:19 UTC;-228967455;-43292859;RUA MONSENHOR JERONIMO, 146, ENGENHO DE DENTRO, RIO DE JANEIRO - RJ 20730110;N„o;Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala;COMUNICACAO DE DADOS 2 ANDAR, Datacom, EST/END/NI/NI, GPON, MODEM OPTICO FICTICIO, Metro, Newbridge, RMS, TRANSMISSAO - 2 ANDAR (209), TX / 2¬∫ANDAR
ENN;RJ;RIO DE JANEIRO;ENGENHO NOVO;Instalado;2014-04-05 20:53:07 UTC;2019-01-31 10:47:42 UTC;-228984813;-432637881;RUA DOIS DE MAIO, 353, SAMPAIO, RIO DE JANEIRO - RJ 20961160;N„o;Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala;ANDAR - SL 318, Datacom, ENN01_COMUTACAO-TROPICO RA, EST/ENN/NI/NI, MODEM OPTICO FICTICIO, Metro, Newbridge, RMS, TRANSMISSAO- 1¬∞ ANDAR -127(AT), TRANSMISSAO- 2 ANDAR -214(AT), TRANSMISSAO- 3 ANDAR -318(AT), TX - PORTA 214, UBA
EOLD;PE;OLINDA;ESTACAO TELEFONICA DE OLINDA;Instalado;2014-04-05 19:37:27 UTC;2017-05-30 11:50:09 UTC;-80068576;-348425629;RUA PROFESSOR JOSE CANDIDO PESSOA, SN, BAIRRO NOVO, OLINDA - PE 53030020;N„o;Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala;COMUTACAO 2-2, Datacom, EST/EOLD/NI/NI, Metro, Newbridge, OLD, RMS, TRANSMISSAO - TERREO
EOPO;RO;OURO PRETO DO OESTE;OURO PRETO DO OESTE;Instalado;2022-05-06 19:08:34 UTC;2022-11-09 20:00:25 UTC;-107204819;-622603911;AVENIDA 15 DE NOVEMBRO, 1015, UNIAO, OURO PRETO DO OESTE - RO 76920000 ;N„o;Sala, Sala;ANDAR/EOPO/TT/TX
EPCK;MT;PONTES E LACERDA;CENTRO;Instalado;2021-05-22 13:43:03 UTC;2021-07-29 15:11:20 UTC;-152274196;-593348301;AVENIDA FLORISPINA AZAMBUJA, 1077, CENTRO, PONTES E LACERDA - MT 78250000 ;N„o;Sala, Sala, Sala, Sala, Sala;ANDAR/EPCK/1/1, ANDAR/EPCK/TT/01, ANDAR/EPCK/TT/RDCN, ANDAR/EPCK/TT/TX
EPS;MG;ESPINOSA;ESPINOSA;Instalado;2014-04-05 20:45:44 UTC;2014-04-05 20:45:44 UTC;-149267382;-42817868;TRAVESSA HORACIO NEVES, 66, CENTRO, ESPINOSA - MG 39510000;N„o;Sala, Sala, Sala, Sala;Datacom, EST/EPS/NI/NI, TERREO - TRANSMISSAO, TRANSMISSAO - TERREO
EPTA;PE;PETROLINA;ESTACAO TELEFONICA DE PETROLINA;Instalado;2014-04-05 19:37:27 UTC;2020-09-02 20:44:29 UTC;-93967201;-405009956;RUA PACIFICO DA LUZ, 739, CENTRO, PETROLINA - PE 56304010;N„o;Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala;DG, Datacom, EQUIPAMENTOS 1-1, EST/EPTA/TX-TX, GLOBALSTAR, Metro, Newbridge, OI, RMS, TRANSMISSAO, TRANSMISSAO - 1 ANDAR, TRANSMISS√ÉO, TX / 2¬∫ANDAR, VESPER
EPVT;RO;PORTO VELHO;EPVT;Instalado;2023-01-07 00:00:00 UTC;2023-01-07 00:00:00 UTC;-639033333;-639033333;0;N„o;Sala;ANDAR/EPVT/01/01
EPWL;GO;PLANALTINA;PLANALTINA DE GOIAS;Instalado;2021-06-16 14:39:18 UTC;2021-07-20 19:31:49 UTC;-154514532;-476158334;PRACA JURANDIR C BOA VENTURA, 145, SETOR OESTE, PLANALTINA - GO 73752971 ;N„o;Sala, Sala;ANDAR/EPWL/TT/TX
ERE;RS;ERECHIM;ERECHIM;Instalado;2022-03-08 12:15:25 UTC;2022-03-08 12:18:10 UTC;-276341895;-522735451;AVENIDA TIRADENTES, 10, CENTRO/ESPERANCA, ERECHIM - RS 99700424 ;N„o;Sala, Sala, Sala, Sala;ANDAR/ERE/01/TX, ANDAR/ERE/02/CD, ANDAR/ERE/TT/CD, SALA DE DADOS
ERMM;RO;ROLIM DE MOURA;ERMM;Instalado;2021-06-10 14:17:19 UTC;2021-07-19 20:21:20 UTC;-117291123;-617789443;AVENIDA MACAPA, 5165, CENTRO, ROLIM DE MOURA - RO 76940000 ;N„o;Sala, Sala;ANDAR/ERMM/TT/TX
EROI;MT;RONDONOPOLIS;TEL CENTRO RONDONOPOLIS;Instalado;2018-02-24 23:06:49 UTC;2023-12-20 12:09:15 UTC;-164709317;-546337273;AVENIDA MAL DUTRA, 920, CENTRO, RONDONOPOLIS - MT 78700110 ;Sim;Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala;ANDAR/EROI/1/3, ANDAR/EROI/TT/01, ANDAR/EROI/TT/02, ANDAR/EROI/TT/CD, ANDAR/EROI/TT/METRO, ANDAR/EROI/TT/REDE DCN, EST/EROI/NI/NI
ESAD;GO;SANTO ANTONIO DO DESCOBERTO;SANTO ANT√îNIO DO DESCOBERTO;Instalado;2021-06-24 13:01:25 UTC;2021-09-24 14:47:51 UTC;-159440658;-482584555;QUADRA 21, 0000, CENTRO, SANTO ANTONIO DO DESCOBERTO - GO 72900342 ;N„o;Sala, Sala, Sala;ANDAR/ESAD/TT/01, ANDAR/ESAD/TT/TX
ESB;MG;ARAGUARI;CENTRO SAUDE BAIRRO GOIAS;Instalado;2015-08-21 15:07:06 UTC;2015-08-21 15:07:06 UTC;-18385;-481114;0;N„o;0;0
ESNO;MT;SINOP;TEL SINOP;Instalado;2018-02-24 23:06:49 UTC;2020-07-04 19:51:15 UTC;-118538837;-55500741;AVENIDA DAS FIGUEIRAS, 680, JARDIM ITALIA III, SINOP - MT 78555492;N„o;Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala;ANDAR/ESNO/01/01, ANDAR/ESNO/01/02, ANDAR/ESNO/TT/01, ANDAR/ESNO/TT/METRO, ANDAR/ESNO/TT/RDT, ANDAR/ESNO/TT/REDE DCN, EST/ESNO/NI/NI
ESRT;SC;FLORIANOPOLIS;ESTREITO;Instalado;2018-12-11 17:32:38 UTC;2023-12-20 13:08:20 UTC;-275926728;-485854589;RUA PROF BARREIROS FILHO, 455, ESTREITO, FLORIANOPOLIS - SC 88070350 ;Sim;Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala;ANDAR/ESRT/01/224 TX, ANDAR/ESRT/01/DADOS 101, ANDAR/ESRT/01/DADOS NOVA, ANDAR/ESRT/01/TX, ANDAR/ESRT/TT/001, ANDAR/ESRT/TT/002 CD, ANDAR/ESRT/TT/124 TX, DADOS, EST/ESRT/NI/NI
ESU;MG;BELO HORIZONTE;EPA SUPERMERCADO;Instalado;2015-08-21 15:07:06 UTC;2015-08-21 15:07:06 UTC;-195515;-435617;0;N„o;0;0
ETAM;DF;BRASILIA;ETAM;Instalado;2023-01-07 00:00:00 UTC;2023-01-07 00:00:00 UTC;-15.75;-478794444;0;N„o;Sala;ANDAR/ETAM/TT/01
ETBZ;DF;BRASILIA;BRAZL√ÇNDIA;Instalado;2022-05-18 20:20:10 UTC;2022-10-31 20:54:11 UTC;-156816851;-481959763;QUADRA 1 R A, 0, SETOR NORTE, BRASILIA - DF 72705011 ;N„o;Sala, Sala, Sala, Sala;ANDAR/ETBZ/TT/00, ANDAR/ETBZ/TT/TX, ANDAR/ETBZ/TT/TX-
ETCE;DF;BRASILIA;ETCE;Instalado;2018-08-10 14:53:08 UTC;2023-12-20 11:56:25 UTC;-157965433;-478870325;SETOR SCS QUADRA 2 BLOCO E, SN, ASA SUL, BRASILIA - DF 70302903 ;Sim;Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala;ANDAR/ETCE/03 PTS CD/DCN, ANDAR/ETCE/03/TX, ANDAR/ETCE/05/04, ANDAR/ETCE/07 CD/CD, ANDAR/ETCE/07 CD/CORE BORDE, ANDAR/ETCE/07 CD/DM705, ANDAR/ETCE/07 CD/METRO, ANDAR/ETCE/07 CD/ROUTER, ANDAR/ETCE/07 CD/SW, ANDAR/ETCE/14/TX, ANDAR/ETCE/14/TX01&METRO, ANDAR/ETCE/14/TX02, ANDAR/ETCE/14ERRADO/01, ANDAR/ETCE/7 TX/CD/03, ANDAR/ETCE/7 TX/CD/CD, ANDAR/ETCE/7 TX/CD/TX-REMANEJ, ANDAR/ETCE/7 TX/ROTD, ANDAR/ETCE/7 TX/ROTN, ANDAR/ETCE/TT/TX, EST/ETCE/NI/NI, MOVEL, NGN_GSM, TX
ETCL;DF;BRASILIA;CEILANDIA  CENTRO;Instalado;2018-12-11 17:15:19 UTC;2019-02-14 10:20:00 UTC;-158158639;-481067194;QUADRA QNM 2 CONJUNTO F, 2/14, CEILANDIA NORTE, BRASILIA - DF 72210026 ;N„o;Sala, Sala, Sala, Sala, Sala;ANDAR/ETCL/00/METRO, ANDAR/ETCL/TT/01, ANDAR/ETCL/TT/TX, EST/ETCL/NI/NI
ETCN;DF;BRASILIA;ETCN;Instalado;2022-11-04 00:00:00 UTC;2022-11-04 00:00:00 UTC;-158036111;-481277778;0;N„o;Sala;ANDAR/ETCN/TT/TX
ETCO;DF;BRASILIA;CENTRO NORTE;Instalado;2014-12-16 00:00:00 UTC;2023-12-20 11:57:34 UTC;-157883845;-478854312;QUADRA SCN Q 3 BLOCO A, 00000, ASA NORTE, BRASILIA - DF 70713900 ;Sim;Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala;ANDAR/ETCO/04 AND/CD, ANDAR/ETCO/04 AND/CD ROTN, ANDAR/ETCO/04 AND/METRO, ANDAR/ETCO/04 AND/TX, ANDAR/ETCO/5 AND/CD, ANDAR/ETCO/5 AND/TX, ANDAR/ETCO/5 AND/TX1_DT, ANDAR/ETCO/5 AND/TX2_DT, ANDAR/ETCO/CYCO/CYBER SL, ANDAR/ETCO/TT/02, EST/ETCO/NI/NI, GPON, MOVEL, SALA 1
ETCR;RO;ALVORADA DOESTE;TANCREDOPOLIS;Instalado;2018-04-17 15:30:09 UTC;2018-04-17 15:30:57 UTC;-11188465;-6217267;0;N„o;0;0
ETE;GO;GOIANIA;GOIANIA ETERNIT-SAC;Instalado;2016-08-21 15:07:06 UTC;2021-03-16 15:02:45 UTC;-16716361;-49366309;AVENIDA BURITIS Q 25, 01, PARQUE SANTA RITA, GOIANIA - GO 74393380 ;N„o;Sala, Sala, Sala, Sala;ANDAR/ETE/TT/01, ANDAR/ETE/TT/TX, EST/ETE/NI/NI
ETES;DF;BRASILIA;TEL REC DAS EMAS SUL;Instalado;2016-08-21 15:07:06 UTC;2022-09-14 19:47:15 UTC;-15917122;-481014867;QUADRA 113 AREA ESPECIAL, 0, RECANTO DAS EMAS, BRASILIA - DF 72603122 ;N„o;Sala, Sala;ANDAR/ETES/TT/01
ETGR;DF;BRASILIA;EstaÁ„o Guar·;Instalado;2020-04-30 14:34:38 UTC;2020-08-24 18:22:28 UTC;-158252441;-479836538;QUADRA QE 22, 000, GUARA I, BRASILIA - DF 71015225 ;N„o;Sala, Sala, Sala;ANDAR/ETGR/TT/TX, EST/ETGR/NI/NI
ETGS;DF;BRASILIA;TEL GUARA SUL;Instalado;2016-08-21 15:07:06 UTC;2016-08-21 15:07:06 UTC;-155059;-475755;0;N„o;Sala, Sala;ANDAR/ETGS/TT/TX, EST/ETGS/NI/NI
ETMS;DF;BRASILIA;TEL SANTA MARIA SUL - ETMS;Instalado;2016-08-21 15:07:06 UTC;2020-12-16 16:17:34 UTC;-16032265;-480332604;QUADRA CL 204, SN, SANTA MARIA, BRASILIA - DF 72504220 ;N„o;Sala, Sala, Sala;ANDAR/ETMS/TT/TX, EST/ETMS/NI/NI, TX
ETNO;DF;BRASILIA;NORTE;Instalado;2018-08-10 13:27:20 UTC;2018-08-10 18:58:51 UTC;-15763873;-478904952;QUADRA SEPN 508 BLOCO D, SN, ASA NORTE, BRASILIA - DF 70740544;N„o;Sala, Sala, Sala, Sala, Sala, Sala, Sala;ANDAR/ETNO/101, ANDAR/ETNO/2TX_DT, ANDAR/ETNO/2¬∫/CD, ANDAR/ETNO/2¬∫/METRO, EST/ETNO/NI/NI
ETPA;DF;BRASILIA;TEL PARANOA;Instalado;2022-01-20 12:58:13 UTC;2022-02-17 20:00:26 UTC;-157779599;-477811244;PRACA CENTRAL, 000, PARANOA, BRASILIA - DF 71570050 ;N„o;Sala, Sala, Sala;ANDAR/ETPA/TT/01, ANDAR/ETPA/TT/TX
